bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Camioneta,Toyota,Barranquilla,Gris,5.0,Gasolina,51000.0,Fortuner,2.7,145000000.0,Atlantico,Automatica,2018.0
Sedan,Kia,Barranquilla,Gris,4.0,Gasolina,33000.0,Rio,1.2,47500000.0,Atlantico,Mecanica,2018.0
Camioneta,Toyota,Medellin,Blanco,5.0,Diesel,30000.0,Land Cruiser,4.5,390900000.0,Antioquia,Automatica,2018.0
Hatchback,Nissan,Fontibon,Gris,5.0,Gasolina,79950.0,March,1.6,33900000.0,Bogota D.C.,Automatica,2018.0
Sedan,Suzuki gran vitara,Dosquebradas,Blanco,3.0,Gasolina,62500.0,gran vitara,2.0,62000000.0,Risaralda,Mecanica,2018.0
Camioneta,Mazda,Bucaramanga,Blanco,5.0,Gasolina,47000.0,CX-5,2.5,103000000.0,Santander,Automatica,2018.0
Camioneta,Toyota,Barranquilla,Blanco,5.0,Gasolina,91600.0,Fortuner,2.7,132700000.0,Atlantico,Automatica,2018.0
Camioneta,Suzuki,Manizales,Azul,5.0,Gasolina,67131.0,Vitara,1.6,69000000.0,Caldas,Automatica,2018.0
Pick-Up,Toyota,Pereira,Gris,2.0,Diesel,34000.0,Hilux,2.4,136000000.0,Risaralda,Automatica,2018.0
Camioneta,Suzuki,Bucaramanga,Gris,5.0,Gasolina,33000.0,Vitara,1.6,69500000.0,Santander,Automatica,2018.0
Camioneta,Chevrolet,Usaquen,Gris,5.0,Gasolina,22800.0,Tracker,1.8,62000000.0,Bogota D.C.,Mecanica,2018.0
Camioneta,Mercedes-Benz,Pereira,Blanco,4.0,Gasolina,41000.0,Clase GLA,2.0,106000000.0,Risaralda,Automatica,2018.0
Camioneta,BMW,Medellin,Gris,5.0,Gasolina,31400.0,X5,3.0,165000000.0,Antioquia,Automatica,2018.0
Sedan,Renault,Fontibon,Plateado,4.0,Gasolina,52165.0,Logan,1.6,36900000.0,Bogota D.C.,Automatica,2018.0
Sedan,Renault,Fontibon,Plateado,4.0,Gasolina,55321.0,Logan,1.6,36900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,BMW,Usaquen,Gris,5.0,Gasolina,22946.0,X5,2.0,165900000.0,Bogota D.C.,Automatica,2018.0
Hatchback,Porsche,Usaquen,Gris,5.0,Gasolina,10000.0,Cayenne,1.6,450000000.0,Bogota D.C.,Automatica,2018.0
Convertible,BMW,Usaquen,Gris,2.0,Gasolina,1839.0,M4,3.0,265900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Chevrolet,Tunjuelito,Blanco,5.0,Gasolina,74000.0,Tracker,1.8,93500000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Dodge,Medellin,Gris,5.0,Gasolina,37867.0,Journey,2.4,79900000.0,Antioquia,Automatica,2018.0
Sedan,BMW,Envigado,Blanco,4.0,Gasolina,25000.0,Serie 5,2.0,130000000.0,Antioquia,Automatica,2018.0
Camioneta,Toyota,Santa Marta (Distrito Turistico Cultural E Historico),Gris,5.0,Gasolina,62300.0,RAV4,2.5,112500000.0,Magdalena,Automatica,2018.0
Van,DFM/DFSK,Kennedy,Blanco,5.0,Gasolina,98400.0,VAN CARGA,1.1,35900000.0,Bogota D.C.,Mecanica,2018.0
Hatchback,Ford,Medellin,Blanco,5.0,Gasolina,15000.0,Fiesta,1.6,74900000.0,Antioquia,Automatica,2018.0
Sedan,Toyota,Sabaneta,Blanco,5.0,Diesel,35000.0,Prado,2.0,220000000.0,Antioquia,Automatica,2018.0
Camioneta,Mitsubishi,Pereira,Gris,5.0,Gasolina,37000.0,Montero,3.5,107000000.0,Risaralda,Automatica,2018.0
Camioneta,Volkswagen,Medellin,Blanco,5.0,Gasolina,42000.0,Tiguan,2.0,87900000.0,Antioquia,Automatica,2018.0
Camioneta,BMW,Usaquen,Plateado,5.0,Gasolina,16646.0,X6,3.0,193500000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Toyota,Usaquen,Gris,5.0,Gasolina,28000.0,Fortuner,2.7,162000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Mazda,Cartagena De Indias,Blanco,5.0,Gasolina,9000.0,CX-9,2.5,150000000.0,Bolivar,Automatica,2020.0
Sedan,Mercedes-Benz,Barranquilla,Plateado,4.0,Gasolina,9000.0,Clase E,2.0,155000000.0,Atlantico,Automatica,2020.0
Camioneta,Mercedes-Benz,Usaquen,Azul,5.0,Diesel,6900.0,Clase GLE,2.0,239000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,BMW,Manizales,Gris,5.0,Gasolina,4270.0,X1,2.0,132000000.0,Caldas,Automatica,2020.0
Station Wagon,Toyota,Usaquen,Rojo,4.0,Gasolina,15500.0,Rush,1.5,90900000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Mercedes-Benz,Bucaramanga,Gris,5.0,Gasolina,27800.0,Clase A,1.4,98900000.0,Santander,Automatica,2020.0
Camioneta,Mercedes-Benz,Chapinero,Plateado,5.0,Gasolina,20000.0,Clase GLA,1.6,112500000.0,Bogota D.C.,Automatica,2020.0
Sedan,Volkswagen,Usaquen,Plateado,4.0,Gasolina,39188.0,Voyage,1.6,41900000.0,Bogota D.C.,Automatica,2020.0
Sedan,Mazda,Teusaquillo,Gris,4.0,Gasolina,10900.0,2,1.5,65000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Mercedes-Benz,Suba,Blanco,5.0,Diesel,17000.0,Clase GLE,3.0,241900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Toyota,Villavicencio,Gris,5.0,Diesel,51000.0,Prado,3.0,242000000.0,Meta,Automatica,2020.0
Pick-Up,Toyota,Barranquilla,Gris,4.0,Diesel,33800.0,Hilux,2.8,174000000.0,Atlantico,Automatica,2020.0
Hatchback,Volkswagen,Medellin,Gris,4.0,Gasolina,6000.0,Polo,2.0,56990000.0,Antioquia,Mecanica,2020.0
Camioneta,Mercedes-Benz,Suba,Gris,5.0,Gasolina,26000.0,200,2.0,117900000.0,Bogota D.C.,Automatica,2020.0
SUV,Mazda,Engativa,Gris,5.0,Gasolina,17000.0,CX-3,SKYACTIV-G,78000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Nissan,Usaquen,Plateado,5.0,Gasolina,28200.0,Qashqai,2.0,101990000.0,Bogota D.C.,Automatica,2020.0
Pick-Up,Chevrolet,Fontibon,Blanco,2.0,Diesel,37001.0,D-Max,2.5,125900000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Volvo,Usaquen,Gris,5.0,Gasolina,10108.0,XC60,2.0,178900000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Mazda,Medellin,Gris,5.0,Gasolina,31000.0,2,1.5,63900000.0,Antioquia,Automatica,2020.0
Camioneta,Nissan,Cali,Gris,5.0,Gasolina,20000.0,Kicks,1.6,78500000.0,Valle Del Cauca,Automatica,2020.0
Camioneta,Chevrolet,Barrios Unidos,Gris,4.0,Diesel,100.0,Colorado,1.6,124000000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Renault,Barrios Unidos,Blanca,5.0,Gasolina,10.0,Duster,2.0,72000000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Renault,Suba,Blanco,4.0,Gasolina,802.0,Captur,2.0,72900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Renault,Suba,Plateado,4.0,Gasolina,25100.0,Logan,1.6,42900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Ford,Cali,Gris,5.0,Gasolina,27000.0,Ecosport,2.0,75990000.0,Valle Del Cauca,Automatica,2020.0
Camioneta,Mazda,Cali,Gris,5.0,Gasolina,17100.0,CX-3,2.0,81990000.0,Valle Del Cauca,Automatica,2020.0
Sedan,Kia,Medellin,Blanco,4.0,Hibrido,34000.0,Optima,1.6,93000000.0,Antioquia,Automatica,2020.0
Sedan,Chevrolet,Ibague,Gris,4.0,Gasolina,31000.0,Sail,1.4,38500000.0,Tolima,Mecanica,2020.0
Camioneta,Ford,Suba,Gris,5.0,Gasolina,8500.0,Explorer,2.3,161300000.0,Bogota D.C.,Automatica,2020.0
Station Wagon,Toyota,Barranquilla,Plateado,4.0,Diesel,43866.0,Fortuner,1.6,158000000.0,Atlantico,Automatica,2020.0
Sedan,BMW,Sogamoso,Blanco,4.0,Electrico,42000.0,2020,1998,158000000.0,Boyaca,Automatica,2020.0
Camioneta,Renault,Suba,Gris,4.0,Gasolina,17888.0,Captur,1.6,71900000.0,Bogota D.C.,Mecanica,2020.0
Furgon,Chevrolet,Suba,Blanco,2.0,Diesel,25356.0,NHR,2.0,88900000.0,Bogota D.C.,Mecanica,2020.0
Hatchback,Mazda,Armenia,Gris,5.0,Gasolina,27900.0,3,1.6,92000000.0,Quindio,Automatica,2020.0
Furgon,Chevrolet,Suba,Blanco,2.0,Diesel,23187.0,NHR,2.0,88900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Mazda,Medellin,Rojo,5.0,Gasolina,9200.0,3,2.5,90490000.0,Antioquia,Automatica,2020.0
Hatchback,Mazda,Suba,Gris,4.0,Gasolina,25908.0,2,2.0,57900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Kia,Suba,Rojo,4.0,Gasolina,3815.0,Rio,2.0,64900000.0,Bogota D.C.,Automatica,2020.0
Sedan,BMW,Usaquen,Azul,5.0,Gasolina,11700.0,Serie 1,1.6,109000000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Renault,Usaquen,Gris,5.0,Gasolina,9608.0,Kwid,1.0,34900000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Toyota,Medellin,Blanco,5.0,Gasolina,17000.0,4Runner,4.0,220000000.0,Antioquia,Automatica,2020.0
Hatchback,Kia,Cali,Blanco,5.0,Gasolina,17000.0,Picanto,1.2,49700000.0,Valle Del Cauca,Automatica,2020.0
Hatchback,Suzuki,Suba,Blanco,5.0,Gasolina,12393.0,Swift,1.2,51990000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Renault,Usaquen,Blanco,5.0,Gasolina,26222.0,Kwid,1.0,36000000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Chevrolet,Medellin,Blanco,5.0,Gasolina,27273.0,Blazer,2.0,145000000.0,Antioquia,Automatica,2020.0
Hatchback,Mazda,Barranquilla,Gris,5.0,Gasolina,38000.0,2,1.5,58000000.0,Atlantico,Automatica,2020.0
Sedan,Mazda,Barranquilla,Gris,4.0,Gasolina,35000.0,3,2.0,67900000.0,Atlantico,Automatica,2019.0
Camioneta,Toyota,Suba,Blanco,5.0,Diesel,27000.0,Prado,3.0,244000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Toyota,Itagui,Blanco,5.0,Diesel,54166.0,Fortuner,2.8,195000000.0,Antioquia,Automatica,2019.0
Hatchback,Mazda,Usaquen,Blanco,5.0,Gasolina,16000.0,2,1.5,51000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Chevrolet,Barranquilla,Negro,4.0,Gasolina,4000.0,Suburban,6.2,295000000.0,Atlantico,Automatica,2019.0
Camioneta,Kia,Medellin,Gris,5.0,Gasolina,21222.0,Sorento,3.3,117900000.0,Antioquia,Automatica,2019.0
Sedan,Mazda,Suba,Plateado,4.0,Gasolina,13881.0,3,1.6,81900000.0,Bogota D.C.,Automatica,2019.0
Sedan,Volkswagen,Suba,Blanco,4.0,Gasolina,62313.0,Voyage,1.6,38990000.0,Bogota D.C.,Automatica,2019.0
Sedan,Mazda,Sabaneta,Gris,4.0,Gasolina,35000.0,3,2.0,62000000.0,Antioquia,Mecanica,2019.0
Hatchback,Mazda,Chia,Gris,4.0,Gasolina,44130.0,3,2.0,73900000.0,Cundinamarca,Automatica,2019.0
Camioneta,Mercedes-Benz,Pereira,Blanco,5.0,Gasolina,26000.0,Clase GLC,2.0,180000000.0,Risaralda,Automatica,2019.0
Sedan,Suzuki,Suba,Blanco,4.0,Gasolina,26223.0,Swift,1.2,41990000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,BMW,Medellin,Blanco,5.0,Gasolina,12000.0,Serie 3,2.0,132000000.0,Antioquia,Automatica,2019.0
Camioneta,Mercedes-Benz,Usaquen,Negro,5.0,Diesel,25400.0,Clase GLE,3.0,221900000.0,Bogota D.C.,Automatica,2019.0
Hatchback,Renault,Usaquen,Gris,5.0,Gasolina,14285.0,Stepway,1600,51900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Volkswagen,Manizales,Blanco,5.0,Diesel,40000.0,Amarok,2.0,145000000.0,Caldas,Automatica,2019.0
Sedan,Mercedes-Benz,Medellin,Blanco,4.0,Gasolina,10000.0,Clase CLA,2.0,157500000.0,Antioquia,Automatica,2019.0
Hatchback,Mercedes-Benz,Medellin,Blanco,5.0,Gasolina,32309.0,Clase A,1.4,94000000.0,Antioquia,Automatica,2019.0
Camioneta,Peugeot,Engativa,Blanco,4.0,Diesel,52000.0,Partner,1.6,40900000.0,Bogota D.C.,Mecanica,2019.0
Coupe,Mercedes-Benz,Usaquen,Gris,4.0,Gasolina,23500.0,Clase CLA,1.6,102900000.0,Bogota D.C.,Automatica,2019.0
Sedan,Nissan,Pereira,Gris,4.0,Gasolina,20000.0,Versa,1.6,42000000.0,Risaralda,Automatica,2019.0
Furgon,Peugeot,Engativa,Blanco,2.0,Diesel,44000.0,Partner,1.6,40500000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Mazda,Antonio Narino,Blanco,5.0,Gasolina,26000.0,CX-5,2.0,97000000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Renault,Suba,Blanco,4.0,Gasolina,7288.0,Captur,2.0,72900000.0,Bogota D.C.,Automatica,2019.0
Hatchback,Volkswagen,Suba,Gris,4.0,Gasolina,50507.0,Gol,2.0,37900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Chevrolet,Cali,Gris,5.0,Gasolina,29000.0,Equinox,1.5,94800000.0,Valle Del Cauca,Automatica,2019.0
Hatchback,Mazda,Barrios Unidos,Plateado,5.0,Gasolina,26000.0,3,2.0,59900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Mercedes-Benz,Bucaramanga,Gris,5.0,Gasolina,39000.0,Clase GLS,4.7,215000000.0,Santander,Automatica,2019.0
SUV,Jeep,Usaquen,Negro,5.0,Gasolina,8800.0,Grand Cherokee,3.6,138000000.0,Bogota D.C.,Automatica,2019.0
Hatchback,Renault,Medellin,Blanco,5.0,Electrico,18900.0,Zoe,1.6,76900000.0,Antioquia,Automatica,2019.0
Sedan,Mercedes-Benz,Suba,Negro,4.0,Gasolina,16643.0,Clase CLA,1.6,100900000.0,Bogota D.C.,Automatica,2019.0
Hatchback,BMW,Medellin,Gris,4.0,Gasolina,19000.0,Serie 3,2.0,134900000.0,Antioquia,Automatica,2019.0
SUV,Renault,Suba,Blanco,2.0,Gasolina,21685.0,Kangoo,2.0,49900000.0,Bogota D.C.,Mecanica,2019.0
Camioneta,Nissan,Medellin,Blanco,4.0,Diesel,61000.0,Frontier,2.5,99000000.0,Antioquia,Mecanica,2019.0
Station Wagon,Mazda,Suba,Marron,5.0,Gasolina,14194.0,CX-5,2.5,99800000.0,Bogota D.C.,Automatica,2019.0
Coupe,BMW,Barranquilla,Negro,2.0,Gasolina,9500.0,M2,3.0 L Mperformance,135000000.0,Atlantico,Automatica,2019.0
Camioneta,Chevrolet,Suba,Blanco,4.0,Gasolina,42000.0,Tracker,1800,59990000.0,Bogota D.C.,Mecanica,2019.0
Sedan,Renault,Suba,Plateado,4.0,Gasolina,33416.0,Logan,1.6,39900000.0,Bogota D.C.,Automatica,2019.0
Sedan,Toyota,Suba,Rojo,4.0,Gasolina,17811.0,Corolla,2.0,72900000.0,Bogota D.C.,Automatica,2019.0
Camioneta,Toyota,Medellin,Blanco,5.0,Gasolina,55000.0,RAV4,2.0,102000000.0,Antioquia,Automatica,2019.0
Pick-Up,Nissan,Suba,Blanco,4.0,Diesel,170000.0,Frontier,2.5,92000000.0,Bogota D.C.,Mecanica,2019.0
Hatchback,Kia,Suba,Rojo,4.0,Gasolina,28492.0,Rio,1.6,56900000.0,Bogota D.C.,Mecanica,2019.0
SUV,Volvo,Cota,Plateado,5.0,Gasolina,15000.0,XC40,Gasolina,137000000.0,Cundinamarca,Automatica,2019.0
Sedan,Chevrolet,Chia,Gris,4.0,Gasolina,27737.0,Beat,1.2,37900000.0,Cundinamarca,Mecanica,2019.0
Camioneta,Renault,Suba,Blanco,5.0,Gasolina,36331.0,Captur,2.0,67990000.0,Bogota D.C.,Automatica,2019.0
Pick-Up,Ford,Bucaramanga,Azul,4.0,Gasolina,28900.0,F-150,3.5,263900000.0,Santander,Automatica,2019.0
Hatchback,Jeep,Puente Aranda,Blanco,5.0,Gasolina,32000.0,Compass,2.0,79900000.0,Bogota D.C.,Mecanica,2019.0
Hatchback,Suzuki,Medellin,Gris,5.0,Gasolina,69000.0,Swift,1.2,45900000.0,Antioquia,Mecanica,2018.0
Hatchback,Ford,Jamundi,Blanco,5.0,Gasolina,29000.0,Ecosport,2.0,63990000.0,Valle Del Cauca,Automatica,2018.0
Sedan,Mazda,Cali,Gris,4.0,Gasolina,41000.0,3,2.0,68500000.0,Valle Del Cauca,Automatica,2018.0
Sedan,Renault,Suba,Gris,4.0,Gasolina,29000.0,Logan,1.6,42000000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Renault,Pereira,Blanco,5.0,Gasolina,28850.0,Duster,1600,54000000.0,Risaralda,Mecanica,2018.0
Sedan,Chevrolet,Barrios Unidos,Azul,4.0,Gasolina,32000.0,Sail,1.4,33400000.0,Bogota D.C.,Mecanica,2018.0
Camioneta,Mercedes-Benz,Usaquen,Azul,5.0,Diesel,24070.0,Clase GLE,2.2,168900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Nissan,Medellin,Gris,5.0,Gasolina,38500.0,Juke,turbo,65000000.0,Antioquia,Mecanica,2018.0
Hatchback,Renault,Medellin,Blanco,4.0,Electrico,18480.0,Zoe,1.6,79900000.0,Antioquia,Automatica,2018.0
Camioneta,Mercedes-Benz,Medellin,Blanco,5.0,Diesel,52000.0,Clase GLE,2.0,215000000.0,Antioquia,Automatica,2018.0
Camioneta,BMW,Suba,Gris,5.0,Gasolina,25000.0,X5,3.0,173000000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Renault,Suba,Negro,5.0,Gasolina,65000.0,Captur,2.0,59990000.0,Bogota D.C.,Mecanica,2018.0
Hatchback,Mini,Medellin,Plateado,3.0,Gasolina,29142.0,Cooper,2.0,99900000.0,Antioquia,Automatica,2018.0
Camioneta,Toyota,Medellin,Blanco,5.0,Diesel,76000.0,Prado,3.0,220000000.0,Antioquia,Automatica,2018.0
Sedan,Toyota,Cali,Blanco,5.0,Gasolina,27000.0,4Runner,4000,177500000.0,Valle Del Cauca,Automatica,2018.0
Camioneta,Nissan,Bucaramanga,Gris,5.0,Gasolina,90763.0,Kicks,1.6,63000000.0,Santander,Automatica,2018.0
Camioneta,Toyota,Cartagena De Indias,Gris,5.0,Gasolina,30500.0,RAV4,2.0,93900000.0,Bolivar,Automatica,2018.0
Camioneta,Volkswagen,Suba,Gris,4.0,Gasolina,38685.0,Tiguan,2.0,91900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,BMW,Medellin,Plateado,5.0,Gasolina,26000.0,X2,BMW,114500000.0,Antioquia,Automatica,2018.0
Sedan,BMW,Medellin,Blanco,4.0,Gasolina,27000.0,Serie 5,2.0,126900000.0,Antioquia,Automatica,2018.0
Camioneta,Chevrolet,Chia,Gris,5.0,Gasolina,13200.0,Traverse,3.6,135000000.0,Cundinamarca,Automatica,2018.0
Sedan,BMW,Armenia,Blanco,5.0,Gasolina,27000.0,X6 M,2.0,359000000.0,Quindio,Automatica,2018.0
Pick-Up,Volkswagen,Antonio Narino,Blanco,4.0,Diesel,75000.0,Amarok,2.0,118900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Toyota,Envigado,Gris,5.0,Diesel,60000.0,Prado,3.0,220000000.0,Antioquia,Automatica,2018.0
Hatchback,Citroen,Palmira,Blanco,5.0,Diesel,54000.0,C3,1.6,48000000.0,Valle Del Cauca,Mecanica,2018.0
Sedan,Mazda,Usaquen,Rojo,4.0,Gasolina,30000.0,3,2.0,63500000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Toyota,Sincelejo,Gris,5.0,Gasolina,80000.0,4Runner,4.0,175000000.0,Sucre,Automatica,2018.0
Pick-Up,Toyota,Medellin,Blanco,4.0,Diesel,52000.0,Hilux,2.4,135500000.0,Antioquia,Mecanica,2018.0
Pick-Up,Nissan,Medellin,Blanco,5.0,Diesel,63000.0,Frontier,2.5,92000000.0,Antioquia,Mecanica,2018.0
Camioneta,Fiat,Medellin,Gris,2.0,Gasolina,107000.0,Fiorino,4 Linea,34000000.0,Antioquia,Mecanica,2018.0
Pick-Up,Toyota,Villavicencio,Blanco,4.0,Diesel,54000.0,Hilux,2.8,168000000.0,Meta,Automatica,2018.0
Camioneta,Mercedes-Benz,Suba,Azul,5.0,Gasolina,37430.0,Clase GLS,4.7,227900000.0,Bogota D.C.,Automatica,2018.0
Sedan,Ford,Barrios Unidos,Gris,4.0,Gasolina,27000.0,Fiesta,1.6,50900000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Mazda,Barranquilla,Rojo,5.0,Gasolina,67000.0,CX-5,2.0,79000000.0,Atlantico,Automatica,2018.0
Hatchback,Renault,Suba,Rojo,4.0,Gasolina,27380.0,Sandero,1.6,36900000.0,Bogota D.C.,Mecanica,2018.0
Pick-Up,Volkswagen,Medellin,Blanco,4.0,Diesel,80000.0,Amarok,2.0,98800000.0,Antioquia,Mecanica,2018.0
Convertible,BMW,Cali,Plateado,2.0,Gasolina,25000.0,Serie 4,2.0,125000000.0,Valle Del Cauca,Automatica,2018.0
Sedan,Nissan,Pereira,Gris,4.0,Gasolina,47000.0,Versa,1.6,38700000.0,Risaralda,Automatica,2018.0
Camioneta,Chevrolet,Usaquen,Blanco,5.0,Gasolina,32500.0,Traverse,3.6,117500000.0,Bogota D.C.,Automatica,2018.0
Camioneta,BMW,Medellin,Blanco,5.0,Gasolina,17000.0,X3,2.0,142900000.0,Antioquia,Automatica,2018.0
Pick-Up,Renault,Puente Aranda,Gris,2.0,Diesel,38900.0,ALASKAN,2.5,99000000.0,Bogota D.C.,Automatica,2018.0
Hatchback,BMW,Usaquen,Plateado,5.0,Gasolina,26000.0,X5,1.6,199000000.0,Bogota D.C.,Automatica,2018.0
Camioneta,Porsche,Floridablanca,Plateado,5.0,Hibrido,14000.0,Cayenne,3.0,349900000.0,Santander,Automatica,2018.0
Pick-Up,Nissan,Medellin,Gris,2.0,Gasolina,62400.0,Frontier,2.5,73500000.0,Antioquia,Mecanica,2018.0
Hatchback,Renault,Suba,Blanco,5.0,Gasolina,64100.0,Stepway,1.6,46000000.0,Bogota D.C.,Mecanica,2018.0
Sedan,Mercedes-Benz,Medellin,Gris,5.0,Diesel,21000.0,GLE250d,2.0,215000000.0,Antioquia,Automatica,2018.0
Sedan,Kia,Medellin,Gris,4.0,Gasolina,20400.0,Stinger,3.3,215900000.0,Antioquia,Automatica,2018.0
Camioneta,Mitsubishi,Kennedy,Blanco,4.0,Diesel,30000.0,L200 SPORTERO,2.5,108000000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Audi,Chia,Rojo,4.0,Gasolina,2173.0,A3,2.0,123900000.0,Cundinamarca,Automatica,2020.0
Camioneta,Toyota,Usaquen,Plateado,5.0,Diesel,17187.0,Prado,3.0,325000000.0,Bogota D.C.,Automatica,2020.0
Sedan,Mazda,Barrios Unidos,Azul,4.0,Gasolina,14000.0,3,2.0,71000000.0,Bogota D.C.,Automatica,2020.0
Sedan,Chevrolet,Suba,Rojo,4.0,Gasolina,14870.0,Beat,2.0,39900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Kia,Suba,Negro,4.0,Gasolina,19000.0,Rio,1.4,53900000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Citroen,Barranquilla,Gris,5.0,Gasolina,10500.0,C4 Cactus,1.6,70000000.0,Atlantico,Automatica,2020.0
Camioneta,Mazda,Medellin,Blanco,5.0,Gasolina,7200.0,3,2.5,98000000.0,Antioquia,Automatica,2020.0
Sedan,Renault,Usaquen,Blanco,4.0,Gasolina,27080.0,Logan,1.6,40900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Renault,Giron,Rojo,5.0,Gasolina,15000.0,Kwid,1.0,37500000.0,Santander,Mecanica,2020.0
Camioneta,Chevrolet,Cucuta,Gris,5.0,Gasolina,20000.0,Tracker,1.8,59900000.0,Norte De Santander,Mecanica,2020.0
Camioneta,Toyota,Popayan,Gris,3.0,Gasolina,13000.0,Prado,1.6,208000000.0,Cauca,Automatica,2020.0
Hatchback,Nissan,Bucaramanga,Gris,5.0,Gasolina,11698.0,March,1.6,43900000.0,Santander,Automatica,2020.0
Sedan,Volkswagen,Usaquen,Plateado,4.0,Gasolina,7000.0,Voyage,1.6,43900000.0,Bogota D.C.,Mecanica,2020.0
Hatchback,Volkswagen,Suba,Rojo,5.0,Gasolina,69537.0,Cross Up,1.0,30000000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Ford,Medellin,Gris,5.0,Gasolina,24000.0,Explorer,2.0,158000000.0,Antioquia,Automatica,2020.0
Sedan,Ford,Pereira,Blanco,2.0,Gasolina,1.0,Mustang,2.0,189990000.0,Risaralda,Automatica,2020.0
Sedan,Mercedes-Benz,Medellin,Gris,4.0,Gasolina,20900.0,Clase C,1.6,117000000.0,Antioquia,Automatica,2020.0
Pick-Up,Nissan,Santa Marta (Distrito Turistico Cultural E Historico),Gris,4.0,Gasolina,21570.0,Frontier,2.5,85000000.0,Magdalena,Mecanica,2020.0
Camioneta,Renault,Suba,Plateado,5.0,Gasolina,47000.0,Duster,2.0,66300000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Ford,Medellin,Blanco,5.0,Hibrido,11892.0,Fusion,2.0,95990000.0,Antioquia,Automatica,2020.0
Sedan,Mercedes-Benz,Fontibon,Gris,4.0,Gasolina,16000.0,Clase E,2.0,150000000.0,Bogota D.C.,Automatica,2020.0
Pick-Up,Nissan,Teusaquillo,Blanco,4.0,Diesel,18140.0,Frontier,2.5,110000000.0,Bogota D.C.,Mecanica,2020.0
Camioneta,Renault,Suba,Blanco,4.0,Gasolina,39350.0,Duster,2.0,59900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Renault,Cucuta,Gris,4.0,Gasolina,14000.0,Logan,1.6,52000000.0,Norte De Santander,Automatica,2020.0
Camioneta,Kia,Medellin,Blanco,5.0,Gasolina,19000.0,Rio,1.6,55490000.0,Antioquia,Mecanica,2020.0
Hatchback,Fiat,Suba,Gris,4.0,Gasolina,36752.0,Uno,1.6,38900000.0,Bogota D.C.,Mecanica,2020.0
Sedan,Mazda,Suba,Blanco,4.0,Gasolina,10940.0,2,1.6,62900000.0,Bogota D.C.,Automatica,2020.0
Sedan,Chevrolet,Antonio Narino,Gris,4.0,Gasolina,28000.0,Sail,1.4,40500000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Chevrolet,Usaquen,Blanco,5.0,Gasolina,5300.0,Tahoe,5.3,220900000.0,Bogota D.C.,Automatica,2020.0
Camioneta,Renault,Suba,Plateado,4.0,Gasolina,5374.0,NEW KOLEOS,1.6,99900000.0,Bogota D.C.,Automatica,2020.0
Hatchback,Renault,Chia,Blanco,4.0,Gasolina,23769.0,Kwid,2.0,40900000.0,Cundinamarca,Mecanica,2020.0
Camioneta,Renault,Chia,Rojo,5.0,Gasolina,7844.0,Duster,2.0,67900000.0,Cundinamarca,Automatica,2020.0
